week,keyword,count,avg_risk,trend
2023-W50,包裝員,5,0,stable
2023-W50,培訓費詐騙,5,0,stable
2023-W50,家庭代工,6,0,stable
2023-W50,小紅書代購,5,0,stable
2023-W50,紓困貸款詐騙,5,0,stable
2023-W50,抖音詐騙,5,0,stable
2023-W50,視訊詐騙,5,0,stable
2023-W50,元宇宙詐騙,5,0,stable
2023-W50,AI投資詐騙,5,0,stable
2023-W50,健保詐騙,5,0,stable
2023-W51,ETF詐騙,36,0,stable
2023-W51,代操,39,0,stable
2023-W51,AI投資,44,0,stable
2023-W51,投資詐財,34,0,stable
2023-W51,比特幣詐騙,45,0,stable
2023-W51,股票群組,36,0,stable
2023-W51,加密貨幣,43,0,stable
2023-W51,高報酬投資,34,0,stable
2023-W51,元宇宙投資,46,0,stable
2023-W51,假賣家,19,0,stable
2023-W51,網購詐騙,15,0,stable
2023-W51,私下交易,16,0,stable
2023-W51,臉書購物詐騙,21,0,stable
2023-W51,貨到付款詐騙,20,0,stable
2023-W51,假代購,19,0,stable
2023-W51,第三方支付詐騙,17,0,stable
2023-W51,購物平台詐騙,18,0,stable
2023-W51,假網拍,18,0,stable
2023-W51,電商詐騙,20,0,stable
2023-W51,會員升級,6,0,stable
2023-W51,信用卡盜刷,6,0,stable
2023-W51,帳戶異常,8,0,stable
2023-W51,客服詐騙,7,0,stable
2023-W51,金融卡錯誤,6,0,stable
2023-W51,退款詐騙,8,0,stable
2023-W51,解除分期,7,0,stable
2023-W51,操作失誤,7,0,stable
2023-W51,重複扣款,7,0,stable
2023-W51,網戀詐騙,10,0,stable
2023-W51,探探詐騙,8,0,stable
2023-W51,假交友,10,0,stable
2023-W51,交友軟體詐騙,8,0,stable
2023-W51,軍人身份詐騙,9,0,stable
2023-W51,見面費用,8,0,stable
2023-W51,包裹繳稅,9,0,stable
2023-W51,偵查不公開,7,0,stable
2023-W51,凍結帳戶,6,0,stable
2023-W51,司法詐騙,8,0,stable
2023-W51,洗錢防制,7,0,stable
2023-W51,安全帳戶,8,0,stable
2023-W51,地檢署,8,0,stable
2023-W51,涉案通知,7,0,stable
2023-W51,企業貸款詐騙,5,0,stable
2023-W51,貸款詐騙,5,0,stable
2023-W51,快速放款,5,0,stable
2023-W51,民間借貸,5,0,stable
2023-W51,手續費詐騙,5,0,stable
2023-W51,信用貸款,5,0,stable
2023-W51,車貸詐騙,5,0,stable
2023-W51,貸款保證金,5,0,stable
2023-W51,海外工作詐騙,5,0,stable
2023-W51,打字員詐騙,5,0,stable
2023-W51,倉儲人員,5,0,stable
2023-W51,度假打工詐騙,5,0,stable
2023-W51,刷單詐騙,5,0,stable
2023-W51,培訓費詐騙,5,0,stable
2023-W51,包裝員,5,0,stable
2023-W51,網拍小幫手,5,0,stable
2023-W51,保證金詐騙,5,0,stable
2023-W51,家庭代工,5,0,stable
2023-W51,假疫苗,5,0,stable
2023-W51,健保詐騙,5,0,stable
2023-W51,抖音詐騙,5,0,stable
2023-W51,直播詐騙,5,0,stable
2023-W51,元宇宙詐騙,5,0,stable
2023-W51,釣魚網站,5,0,stable
2023-W51,小紅書代購,5,0,stable
2023-W51,NFT詐騙,5,0,stable
2023-W51,AI投資詐騙,5,0,stable
2023-W51,簡訊詐騙,5,0,stable
2023-W52,二元期權,61,0,stable
2023-W52,AI投資,57,0,stable
2023-W52,投資平台,58,0,stable
2023-W52,投資詐財,63,0,stable
2023-W52,飆股老師,84,0,stable
2023-W52,假代購,22,0,stable
2023-W52,私下交易,19,0,stable
2023-W52,蝦皮詐騙,21,0,stable
2023-W52,露天詐騙,19,0,stable
2023-W52,IG購物,17,0,stable
2023-W52,直播購物詐騙,19,0,stable
2023-W52,網購詐騙,18,0,stable
2023-W52,貨到付款詐騙,19,0,stable
2023-W52,旋轉拍賣,19,0,stable
2023-W52,誤設分期,6,0,stable
2023-W52,系統錯誤,8,0,stable
2023-W52,取消訂單,8,0,stable
2023-W52,銀行客服詐騙,6,0,stable
2023-W52,ATM解除,8,0,stable
2023-W52,會員升級,8,0,stable
2023-W52,退款詐騙,6,0,stable
2023-W52,帳戶異常,6,0,stable
2023-W52,操作失誤,6,0,stable
2023-W52,外國人交友,6,0,stable
2023-W52,機票費用詐騙,5,0,stable
2023-W52,交友軟體詐騙,7,0,stable
2023-W52,感情詐騙,7,0,stable
2023-W52,Tinder詐騙,6,0,stable
2023-W52,Bumble詐騙,5,0,stable
2023-W52,殺豬盤,6,0,stable
2023-W52,交友平台詐騙,5,0,stable
2023-W52,假交友,5,0,stable
2023-W52,凍結帳戶,12,0,stable
2023-W52,最高法院,9,0,stable
2023-W52,洗錢防制,12,0,stable
2023-W52,假檢警,11,0,stable
2023-W52,涉案通知,10,0,stable
2023-W52,民間借貸,5,0,stable
2023-W52,貸款保證金,5,0,stable
2023-W52,無擔保貸款,5,0,stable
2023-W52,車貸詐騙,5,0,stable
2023-W52,貸款詐騙,5,0,stable
2023-W52,房貸詐騙,5,0,stable
2023-W52,手續費詐騙,5,0,stable
2023-W52,求職詐騙,5,0,stable
2023-W52,倉儲人員,5,0,stable
2023-W52,兼職詐騙,5,0,stable
2023-W52,網拍小幫手,5,0,stable
2023-W52,打字員詐騙,5,0,stable
2023-W52,度假打工詐騙,5,0,stable
2023-W52,視訊詐騙,5,0,stable
2023-W52,防疫補助,5,0,stable
2023-W52,退稅詐騙,5,0,stable
2023-W52,直播詐騙,5,0,stable
2023-W52,NFT詐騙,5,0,stable
2023-W52,AI投資詐騙,5,0,stable
2024-W00,投資群組,37,0,stable
2024-W00,投資詐財,51,0,stable
2024-W00,黃金投資,35,0,stable
2024-W00,元宇宙投資,43,0,stable
2024-W00,外匯保證金,45,0,stable
2024-W00,加密貨幣,38,0,stable
2024-W00,虛擬貨幣詐騙,48,0,stable
2024-W00,股票群組,35,0,stable
2024-W00,AI投資,38,0,stable
2024-W00,假代購,40,0,stable
2024-W00,一頁式網站,40,0,stable
2024-W00,網購詐騙,39,0,stable
2024-W00,海外代購詐騙,43,0,stable
2024-W00,私下交易,38,0,stable
2024-W00,操作失誤,10,0,stable
2024-W00,退款詐騙,9,0,stable
2024-W00,重複扣款,8,0,stable
2024-W00,金融卡錯誤,9,0,stable
2024-W00,誤設分期,9,0,stable
2024-W00,ATM解除,8,0,stable
2024-W00,信用卡盜刷,8,0,stable
2024-W00,帳戶異常,9,0,stable
2024-W00,交友軟體詐騙,12,0,stable
2024-W00,Bumble詐騙,12,0,stable
2024-W00,見面費用,17,0,stable
2024-W00,徵婚詐騙,13,0,stable
2024-W00,機票費用詐騙,15,0,stable
2024-W00,安全帳戶,6,0,stable
2024-W00,凍結帳戶,7,0,stable
2024-W00,洗錢防制,5,0,stable
2024-W00,警察詐騙,5,0,stable
2024-W00,司法詐騙,6,0,stable
2024-W00,假檢警,6,0,stable
2024-W00,監管帳戶,5,0,stable
2024-W00,刑事局,6,0,stable
2024-W00,地檢署,5,0,stable
2024-W00,代辦貸款,5,0,stable
2024-W00,貸款詐騙,6,0,stable
2024-W00,學貸詐騙,6,0,stable
2024-W00,車貸詐騙,5,0,stable
2024-W00,證件借款,5,0,stable
2024-W00,快速放款,6,0,stable
2024-W00,無擔保貸款,6,0,stable
2024-W00,網拍小幫手,5,0,stable
2024-W00,培訓費詐騙,5,0,stable
2024-W00,家庭代工,5,0,stable
2024-W00,在家工作,5,0,stable
2024-W00,包裝員,5,0,stable
2024-W00,度假打工詐騙,5,0,stable
2024-W00,海外工作詐騙,5,0,stable
2024-W00,倉儲人員,5,0,stable
2024-W00,打字員詐騙,5,0,stable
2024-W00,紓困貸款詐騙,5,0,stable
2024-W00,AI投資詐騙,5,0,stable
2024-W00,NFT詐騙,5,0,stable
2024-W00,ChatGPT詐騙,5,0,stable
2024-W00,退稅詐騙,5,0,stable
2024-W00,防疫補助,5,0,stable
2024-W00,健保詐騙,5,0,stable
2024-W00,元宇宙詐騙,5,0,stable
2024-W00,小紅書代購,5,0,stable
2024-W01,外匯投資,62,0,stable
2024-W01,加密貨幣,79,0,stable
2024-W01,投資詐財,70,0,stable
2024-W01,投資專家,56,0,stable
2024-W01,期貨詐騙,73,0,stable
2024-W01,代操,62,0,stable
2024-W01,IG購物,24,0,stable
2024-W01,假代購,19,0,stable
2024-W01,露天詐騙,21,0,stable
2024-W01,一頁式網站,19,0,stable
2024-W01,貨到付款詐騙,21,0,stable
2024-W01,臉書購物詐騙,26,0,stable
2024-W01,LINE購物詐騙,21,0,stable
2024-W01,假賣家,21,0,stable
2024-W01,電商詐騙,21,0,stable
2024-W01,解除分期,12,0,stable
2024-W01,誤設分期,12,0,stable
2024-W01,會員升級,15,0,stable
2024-W01,帳戶異常,12,0,stable
2024-W01,退款詐騙,12,0,stable
2024-W01,操作失誤,12,0,stable
2024-W01,探探詐騙,6,0,stable
2024-W01,殺豬盤,6,0,stable
2024-W01,交友平台詐騙,8,0,stable
2024-W01,感情詐騙,7,0,stable
2024-W01,交友投資,8,0,stable
2024-W01,Tinder詐騙,6,0,stable
2024-W01,婚戀詐騙,6,0,stable
2024-W01,包裹繳稅,7,0,stable
2024-W01,外國人交友,6,0,stable
2024-W01,交友軟體詐騙,7,0,stable
2024-W01,最高法院,9,0,stable
2024-W01,凍結帳戶,8,0,stable
2024-W01,金融犯罪,9,0,stable
2024-W01,監管帳戶,7,0,stable
2024-W01,警察詐騙,8,0,stable
2024-W01,司法詐騙,7,0,stable
2024-W01,假檢警,8,0,stable
2024-W01,房貸詐騙,5,0,stable
2024-W01,學貸詐騙,5,0,stable
2024-W01,車貸詐騙,5,0,stable
2024-W01,貸款保證金,5,0,stable
2024-W01,手續費詐騙,5,0,stable
2024-W01,快速放款,5,0,stable
2024-W01,無擔保貸款,5,0,stable
2024-W01,證件借款,5,0,stable
2024-W01,網拍小幫手,5,0,stable
2024-W01,兼職詐騙,5,0,stable
2024-W01,培訓費詐騙,5,0,stable
2024-W01,刷單詐騙,5,0,stable
2024-W01,博弈客服,5,0,stable
2024-W01,求職詐騙,5,0,stable
2024-W01,AI投資詐騙,5,0,stable
2024-W01,釣魚網站,5,0,stable
2024-W01,元宇宙詐騙,5,0,stable
2024-W01,直播詐騙,5,0,stable
2024-W01,假疫苗,5,0,stable
2024-W01,防疫補助,5,0,stable
2024-W01,NFT詐騙,5,0,stable
2024-W01,小紅書代購,5,0,stable
2024-W01,健保詐騙,5,0,stable
2024-W01,紓困貸款詐騙,5,0,stable
2024-W02,二元期權,50,0,stable
2024-W02,高報酬投資,58,0,stable
2024-W02,飆股老師,64,0,stable
2024-W02,投資理財,47,0,stable
2024-W02,股票投顧,67,0,stable
2024-W02,黃金投資,62,0,stable
2024-W02,AI投資,63,0,stable
2024-W02,直播購物詐騙,23,0,stable
2024-W02,一頁式網站,19,0,stable
2024-W02,IG購物,20,0,stable
2024-W02,假代購,19,0,stable
2024-W02,LINE購物詐騙,18,0,stable
2024-W02,第三方支付詐騙,17,0,stable
2024-W02,蝦皮詐騙,17,0,stable
2024-W02,網購詐騙,25,0,stable
2024-W02,購物平台詐騙,18,0,stable
2024-W02,露天詐騙,25,0,stable
2024-W02,操作失誤,12,0,stable
2024-W02,訂單異常,12,0,stable
2024-W02,退款詐騙,11,0,stable
2024-W02,客服詐騙,10,0,stable
2024-W02,銀行客服詐騙,11,0,stable
2024-W02,ATM解除,11,0,stable
2024-W02,金融卡錯誤,11,0,stable
2024-W02,網戀詐騙,7,0,stable
2024-W02,探探詐騙,8,0,stable
2024-W02,包裹繳稅,7,0,stable
2024-W02,Tinder詐騙,8,0,stable
2024-W02,交友平台詐騙,6,0,stable
2024-W02,機票費用詐騙,8,0,stable
2024-W02,婚戀詐騙,7,0,stable
2024-W02,感情詐騙,7,0,stable
2024-W02,假交友,8,0,stable
2024-W02,愛情詐騙,8,0,stable
2024-W02,地檢署,6,0,stable
2024-W02,司法詐騙,6,0,stable
2024-W02,假法官,8,0,stable
2024-W02,凍結帳戶,8,0,stable
2024-W02,涉案通知,6,0,stable
2024-W02,警察詐騙,7,0,stable
2024-W02,洗錢防制,7,0,stable
2024-W02,刑事局,8,0,stable
2024-W02,房貸詐騙,6,0,stable
2024-W02,小額借貸,6,0,stable
2024-W02,貸款詐騙,8,0,stable
2024-W02,企業貸款詐騙,6,0,stable
2024-W02,手續費詐騙,7,0,stable
2024-W02,家庭代工,5,0,stable
2024-W02,包裝員,5,0,stable
2024-W02,求職詐騙,5,0,stable
2024-W02,保證金詐騙,5,0,stable
2024-W02,在家工作,5,0,stable
2024-W02,博弈客服,5,0,stable
2024-W02,網拍小幫手,5,0,stable
2024-W02,度假打工詐騙,5,0,stable
2024-W02,打字員詐騙,5,0,stable
2024-W02,簡訊詐騙,5,0,stable
2024-W02,AI投資詐騙,5,0,stable
2024-W02,健保詐騙,5,0,stable
2024-W02,紓困貸款詐騙,5,0,stable
2024-W02,NFT詐騙,5,0,stable
2024-W02,小紅書代購,5,0,stable
2024-W02,直播詐騙,5,0,stable
2024-W02,假疫苗,5,0,stable
2024-W03,代操,70,0,stable
2024-W03,穩賺不賠,71,0,stable
2024-W03,外匯投資,66,0,stable
2024-W03,股票群組,77,0,stable
2024-W03,投資專家,69,0,stable
2024-W03,股票投顧,60,0,stable
2024-W03,電商詐騙,31,0,stable
2024-W03,直播購物詐騙,28,0,stable
2024-W03,貨到付款詐騙,24,0,stable
2024-W03,超商取貨詐騙,31,0,stable
2024-W03,旋轉拍賣,29,0,stable
2024-W03,假賣家,25,0,stable
2024-W03,私下交易,31,0,stable
2024-W03,蝦皮詐騙,30,0,stable
2024-W03,系統錯誤,8,0,stable
2024-W03,重複扣款,7,0,stable
2024-W03,銀行客服詐騙,9,0,stable
2024-W03,退款詐騙,9,0,stable
2024-W03,取消訂單,9,0,stable
2024-W03,客服詐騙,8,0,stable
2024-W03,會員升級,8,0,stable
2024-W03,帳戶異常,9,0,stable
2024-W03,操作失誤,8,0,stable
2024-W03,視訊詐騙,9,0,stable
2024-W03,假交友,10,0,stable
2024-W03,機票費用詐騙,10,0,stable
2024-W03,軍人身份詐騙,10,0,stable
2024-W03,殺豬盤,10,0,stable
2024-W03,Bumble詐騙,8,0,stable
2024-W03,投資詐財,9,0,stable
2024-W03,感情詐騙,10,0,stable
2024-W03,假法官,5,0,stable
2024-W03,安全帳戶,6,0,stable
2024-W03,偵查不公開,7,0,stable
2024-W03,刑事局,6,0,stable
2024-W03,法院傳票,7,0,stable
2024-W03,金融犯罪,6,0,stable
2024-W03,司法詐騙,5,0,stable
2024-W03,凍結帳戶,6,0,stable
2024-W03,假檢警,6,0,stable
2024-W03,代辦貸款,5,0,stable
2024-W03,保證核貸,5,0,stable
2024-W03,房貸詐騙,6,0,stable
2024-W03,企業貸款詐騙,6,0,stable
2024-W03,證件借款,6,0,stable
2024-W03,手續費詐騙,5,0,stable
2024-W03,無擔保貸款,5,0,stable
2024-W03,培訓費詐騙,5,0,stable
2024-W03,倉儲人員,5,0,stable
2024-W03,包裝員,5,0,stable
2024-W03,高薪工作,5,0,stable
2024-W03,度假打工詐騙,5,0,stable
2024-W03,家庭代工,5,0,stable
2024-W03,網拍小幫手,5,0,stable
2024-W03,保證金詐騙,5,0,stable
2024-W03,海外工作詐騙,5,0,stable
2024-W03,博弈客服,5,0,stable
2024-W03,假疫苗,5,0,stable
2024-W03,小紅書代購,5,0,stable
2024-W03,健保詐騙,5,0,stable
2024-W03,釣魚網站,5,0,stable
2024-W03,AI投資詐騙,5,0,stable
2024-W03,紓困貸款詐騙,5,0,stable
2024-W03,ChatGPT詐騙,5,0,stable
2024-W03,NFT詐騙,5,0,stable
2024-W03,元宇宙詐騙,5,0,stable
2024-W04,投資平台,36,0,stable
2024-W04,投資群組,44,0,stable
2024-W04,代操,50,0,stable
2024-W04,外匯保證金,49,0,stable
2024-W04,ETF詐騙,48,0,stable
2024-W04,加密貨幣,35,0,stable
2024-W04,NFT投資,45,0,stable
2024-W04,高報酬投資,51,0,stable
2024-W04,飆股老師,40,0,stable
2024-W04,LINE購物詐騙,20,0,stable
2024-W04,直播購物詐騙,22,0,stable
2024-W04,假賣家,21,0,stable
2024-W04,臉書市集,17,0,stable
2024-W04,購物平台詐騙,21,0,stable
2024-W04,露天詐騙,19,0,stable
2024-W04,一頁式網站,21,0,stable
2024-W04,IG購物,19,0,stable
2024-W04,銀行客服詐騙,8,0,stable
2024-W04,誤設分期,6,0,stable
2024-W04,操作失誤,6,0,stable
2024-W04,訂單異常,7,0,stable
2024-W04,ATM解除,6,0,stable
2024-W04,帳戶異常,7,0,stable
2024-W04,取消訂單,8,0,stable
2024-W04,客服詐騙,6,0,stable
2024-W04,解除分期,7,0,stable
2024-W04,退款詐騙,7,0,stable
2024-W04,婚戀詐騙,6,0,stable
2024-W04,機票費用詐騙,6,0,stable
2024-W04,投資詐財,8,0,stable
2024-W04,軍人身份詐騙,6,0,stable
2024-W04,感情詐騙,8,0,stable
2024-W04,外國人交友,7,0,stable
2024-W04,交友軟體詐騙,8,0,stable
2024-W04,Tinder詐騙,6,0,stable
2024-W04,交友平台詐騙,6,0,stable
2024-W04,假交友,6,0,stable
2024-W04,最高法院,6,0,stable
2024-W04,地檢署,7,0,stable
2024-W04,司法詐騙,8,0,stable
2024-W04,法院傳票,7,0,stable
2024-W04,金融犯罪,8,0,stable
2024-W04,涉案通知,7,0,stable
2024-W04,假法官,7,0,stable
2024-W04,監管帳戶,7,0,stable
2024-W04,信用貸款,7,0,stable
2024-W04,學貸詐騙,7,0,stable
2024-W04,房貸詐騙,7,0,stable
2024-W04,小額借貸,8,0,stable
2024-W04,代辦貸款,6,0,stable
2024-W04,刷單詐騙,5,0,stable
2024-W04,高薪工作,5,0,stable
2024-W04,海外工作詐騙,5,0,stable
2024-W04,博弈客服,5,0,stable
2024-W04,保證金詐騙,6,0,stable
2024-W04,打字員詐騙,6,0,stable
2024-W04,小紅書代購,5,0,stable
2024-W04,視訊詐騙,5,0,stable
2024-W04,簡訊詐騙,5,0,stable
2024-W04,健保詐騙,5,0,stable
2024-W04,退稅詐騙,5,0,stable
2024-W04,防疫補助,5,0,stable
2024-W04,AI投資詐騙,5,0,stable
2024-W04,釣魚網站,5,0,stable
2024-W04,抖音詐騙,5,0,stable
2024-W04,直播詐騙,5,0,stable
2024-W05,股票群組,64,0,stable
2024-W05,加密貨幣,79,0,stable
2024-W05,元宇宙投資,90,0,stable
2024-W05,假投資,88,0,stable
2024-W05,外匯投資,91,0,stable
2024-W05,購物平台詐騙,17,0,stable
2024-W05,IG購物,15,0,stable
2024-W05,臉書購物詐騙,16,0,stable
2024-W05,假賣家,18,0,stable
2024-W05,私下交易,19,0,stable
2024-W05,直播購物詐騙,14,0,stable
2024-W05,網購詐騙,20,0,stable
2024-W05,旋轉拍賣,15,0,stable
2024-W05,電商詐騙,17,0,stable
2024-W05,銀行客服詐騙,10,0,stable
2024-W05,信用卡盜刷,11,0,stable
2024-W05,取消訂單,12,0,stable
2024-W05,操作失誤,12,0,stable
2024-W05,會員升級,10,0,stable
2024-W05,金融卡錯誤,9,0,stable
2024-W05,重複扣款,12,0,stable
2024-W05,Bumble詐騙,9,0,stable
2024-W05,見面費用,11,0,stable
2024-W05,軍人身份詐騙,12,0,stable
2024-W05,交友軟體詐騙,12,0,stable
2024-W05,婚戀詐騙,11,0,stable
2024-W05,投資詐財,11,0,stable
2024-W05,假交友,12,0,stable
2024-W05,金融犯罪,7,0,stable
2024-W05,假檢警,6,0,stable
2024-W05,洗錢防制,5,0,stable
2024-W05,凍結帳戶,6,0,stable
2024-W05,假法官,6,0,stable
2024-W05,警察詐騙,6,0,stable
2024-W05,刑事局,7,0,stable
2024-W05,最高法院,7,0,stable
2024-W05,偵查不公開,7,0,stable
2024-W05,信用貸款,5,0,stable
2024-W05,證件借款,5,0,stable
2024-W05,企業貸款詐騙,5,0,stable
2024-W05,貸款保證金,5,0,stable
2024-W05,小額借貸,5,0,stable
2024-W05,學貸詐騙,5,0,stable
2024-W05,快速放款,5,0,stable
2024-W05,民間借貸,5,0,stable
2024-W05,保證核貸,5,0,stable
2024-W05,打字員詐騙,7,0,stable
2024-W05,網拍小幫手,6,0,stable
2024-W05,倉儲人員,6,0,stable
2024-W05,博弈客服,5,0,stable
2024-W05,包裝員,5,0,stable
2024-W05,小紅書代購,5,0,stable
2024-W05,退稅詐騙,5,0,stable
2024-W05,抖音詐騙,5,0,stable
2024-W05,直播詐騙,5,0,stable
2024-W05,AI投資詐騙,5,0,stable
2024-W05,防疫補助,5,0,stable
2024-W06,保證獲利,77,0,stable
2024-W06,AI投資,81,0,stable
2024-W06,高報酬投資,68,0,stable
2024-W06,假投資,68,0,stable
2024-W06,比特幣詐騙,75,0,stable
2024-W06,超商取貨詐騙,32,0,stable
2024-W06,貨到付款詐騙,34,0,stable
2024-W06,購物平台詐騙,32,0,stable
2024-W06,假網拍,31,0,stable
2024-W06,蝦皮詐騙,24,0,stable
2024-W06,重複扣款,12,0,stable
2024-W06,退款詐騙,14,0,stable
2024-W06,帳戶異常,13,0,stable
2024-W06,誤設分期,11,0,stable
2024-W06,訂單異常,13,0,stable
2024-W06,取消訂單,14,0,stable
2024-W06,交友投資,14,0,stable
2024-W06,投資詐財,11,0,stable
2024-W06,殺豬盤,13,0,stable
2024-W06,軍人身份詐騙,11,0,stable
2024-W06,Tinder詐騙,10,0,stable
2024-W06,交友軟體詐騙,10,0,stable
2024-W06,假法官,5,0,stable
2024-W06,凍結帳戶,7,0,stable
2024-W06,偵查不公開,7,0,stable
2024-W06,金融犯罪,5,0,stable
2024-W06,安全帳戶,6,0,stable
2024-W06,司法詐騙,7,0,stable
2024-W06,地檢署,7,0,stable
2024-W06,最高法院,7,0,stable
2024-W06,法院傳票,7,0,stable
2024-W06,無擔保貸款,5,0,stable
2024-W06,學貸詐騙,5,0,stable
2024-W06,貸款詐騙,5,0,stable
2024-W06,貸款保證金,5,0,stable
2024-W06,證件借款,5,0,stable
2024-W06,保證核貸,5,0,stable
2024-W06,代辦貸款,5,0,stable
2024-W06,房貸詐騙,5,0,stable
2024-W06,刷單詐騙,5,0,stable
2024-W06,海外工作詐騙,5,0,stable
2024-W06,倉儲人員,5,0,stable
2024-W06,博弈客服,5,0,stable
2024-W06,包裝員,5,0,stable
2024-W06,高薪工作,5,0,stable
2024-W06,保證金詐騙,5,0,stable
2024-W06,網拍小幫手,5,0,stable
2024-W06,AI投資詐騙,5,0,stable
2024-W06,簡訊詐騙,5,0,stable
2024-W06,小紅書代購,5,0,stable
2024-W06,NFT詐騙,5,0,stable
2024-W06,視訊詐騙,5,0,stable
2024-W06,健保詐騙,5,0,stable
2024-W07,飆股老師,41,0,stable
2024-W07,投資平台,51,0,stable
2024-W07,股票群組,53,0,stable
2024-W07,虛擬貨幣詐騙,55,0,stable
2024-W07,比特幣詐騙,42,0,stable
2024-W07,元宇宙投資,42,0,stable
2024-W07,外匯保證金,53,0,stable
2024-W07,加密貨幣,56,0,stable
2024-W07,臉書購物詐騙,18,0,stable
2024-W07,購物平台詐騙,21,0,stable
2024-W07,假代購,19,0,stable
2024-W07,超商取貨詐騙,18,0,stable
2024-W07,假網拍,18,0,stable
2024-W07,LINE購物詐騙,20,0,stable
2024-W07,私下交易,16,0,stable
2024-W07,蝦皮詐騙,16,0,stable
2024-W07,系統錯誤,12,0,stable
2024-W07,重複扣款,13,0,stable
2024-W07,訂單異常,13,0,stable
2024-W07,ATM解除,12,0,stable
2024-W07,會員升級,14,0,stable
2024-W07,退款詐騙,15,0,stable
2024-W07,投資詐財,11,0,stable
2024-W07,交友投資,12,0,stable
2024-W07,殺豬盤,14,0,stable
2024-W07,軍人身份詐騙,14,0,stable
2024-W07,Tinder詐騙,13,0,stable
2024-W07,外國人交友,10,0,stable
2024-W07,凍結帳戶,6,0,stable
2024-W07,法院傳票,7,0,stable
2024-W07,安全帳戶,6,0,stable
2024-W07,監管帳戶,7,0,stable
2024-W07,刑事局,6,0,stable
2024-W07,洗錢防制,7,0,stable
2024-W07,金融犯罪,7,0,stable
2024-W07,警察詐騙,5,0,stable
2024-W07,假檢警,7,0,stable
2024-W07,學貸詐騙,6,0,stable
2024-W07,無擔保貸款,8,0,stable
2024-W07,小額借貸,8,0,stable
2024-W07,車貸詐騙,6,0,stable
2024-W07,民間借貸,6,0,stable
2024-W07,打字員詐騙,5,0,stable
2024-W07,網拍小幫手,5,0,stable
2024-W07,高薪工作,5,0,stable
2024-W07,刷單詐騙,5,0,stable
2024-W07,兼職詐騙,5,0,stable
2024-W07,保證金詐騙,5,0,stable
2024-W07,退稅詐騙,5,0,stable
2024-W07,紓困貸款詐騙,5,0,stable
2024-W07,小紅書代購,5,0,stable
2024-W07,釣魚網站,5,0,stable
2024-W07,AI投資詐騙,5,0,stable
2024-W07,防疫補助,5,0,stable
2024-W07,直播詐騙,5,0,stable
2024-W07,抖音詐騙,5,0,stable
2024-W07,視訊詐騙,5,0,stable
2024-W07,元宇宙詐騙,5,0,stable
2024-W08,投資詐財,65,0,stable
2024-W08,股票群組,52,0,stable
2024-W08,AI投資,50,0,stable
2024-W08,股票投顧,48,0,stable
2024-W08,代操,58,0,stable
2024-W08,加密貨幣,49,0,stable
2024-W08,飆股老師,61,0,stable
2024-W08,臉書購物詐騙,18,0,stable
2024-W08,IG購物,14,0,stable
2024-W08,電商詐騙,12,0,stable
2024-W08,購物平台詐騙,15,0,stable
2024-W08,網購詐騙,15,0,stable
2024-W08,私下交易,16,0,stable
2024-W08,一頁式網站,18,0,stable
2024-W08,臉書市集,13,0,stable
2024-W08,海外代購詐騙,14,0,stable
2024-W08,假代購,18,0,stable
2024-W08,信用卡盜刷,9,0,stable
2024-W08,金融卡錯誤,10,0,stable
2024-W08,ATM解除,9,0,stable
2024-W08,退款詐騙,12,0,stable
2024-W08,系統錯誤,12,0,stable
2024-W08,訂單異常,13,0,stable
2024-W08,會員升級,11,0,stable
2024-W08,探探詐騙,9,0,stable
2024-W08,感情詐騙,8,0,stable
2024-W08,視訊詐騙,14,0,stable
2024-W08,Bumble詐騙,8,0,stable
2024-W08,包裹繳稅,8,0,stable
2024-W08,婚戀詐騙,10,0,stable
2024-W08,交友平台詐騙,10,0,stable
2024-W08,假交友,9,0,stable
2024-W08,司法詐騙,9,0,stable
2024-W08,警察詐騙,8,0,stable
2024-W08,金融犯罪,8,0,stable
2024-W08,凍結帳戶,8,0,stable
2024-W08,偵查不公開,10,0,stable
2024-W08,洗錢防制,12,0,stable
2024-W08,企業貸款詐騙,5,0,stable
2024-W08,信用貸款,5,0,stable
2024-W08,貸款保證金,5,0,stable
2024-W08,快速放款,5,0,stable
2024-W08,民間借貸,5,0,stable
2024-W08,學貸詐騙,5,0,stable
2024-W08,保證核貸,5,0,stable
2024-W08,無擔保貸款,5,0,stable
2024-W08,在家工作,5,0,stable
2024-W08,網拍小幫手,5,0,stable
2024-W08,刷單詐騙,5,0,stable
2024-W08,培訓費詐騙,5,0,stable
2024-W08,高薪工作,5,0,stable
2024-W08,包裝員,5,0,stable
2024-W08,保證金詐騙,5,0,stable
2024-W08,健保詐騙,5,0,stable
2024-W08,NFT詐騙,5,0,stable
2024-W08,退稅詐騙,5,0,stable
2024-W08,釣魚網站,5,0,stable
2024-W08,紓困貸款詐騙,5,0,stable
2024-W08,簡訊詐騙,5,0,stable
2024-W08,抖音詐騙,5,0,stable
2024-W08,元宇宙詐騙,5,0,stable
2024-W08,小紅書代購,5,0,stable
2024-W09,投資專家,59,0,stable
2024-W09,高報酬投資,60,0,stable
2024-W09,外匯保證金,66,0,stable
2024-W09,NFT投資,58,0,stable
2024-W09,加密貨幣,68,0,stable
2024-W09,期貨詐騙,51,0,stable
2024-W09,股票投顧,49,0,stable
2024-W09,一頁式網站,33,0,stable
2024-W09,海外代購詐騙,29,0,stable
